"X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
1.8605689937004365e+02,2.9662626401310263e+02,8.4387962498794238e+00,-5.0331996849362071e-01,4.4530663888455024e+01,8.3655956989544766e-01,1.7870558613645221e-01,5.7288571529208747e+00,2.0556787951142483e+03,4.9088816343904891e-02
1.9227616562373717e+02,2.6904328819673105e+02,7.9682256178277022e+00,-1.9593213952950883e-01,3.1102463528344579e+01,5.7079609470165038e-01,1.3224004643226983e-01,5.7684207261049494e+00,1.9727138934257300e+03,4.2292091866747317e-02
1.6701354844146596e+02,2.4520420541285876e+02,7.2485446437289642e+00,-3.0404741619878983e+00,4.1457604637236287e+01,5.0514544733350086e-01,9.8481169590712778e-02,2.9855219146125491e+00,1.7075279691894070e+03,3.8610517950490031e-02
1.6731510219688417e+02,2.6381259183829030e+02,7.0086457310196861e+00,-1.8399969701964292e+00,1.9118124165811299e+01,6.2189721370758688e-01,1.6730615809623955e-01,4.4972841057381023e+00,1.8164607544393803e+03,7.8589426148009803e-02
1.9144821199955237e+02,2.7005873462253624e+02,8.4280202987570476e+00,-8.8475153095245940e+00,3.6838956822754795e+01,7.3336311531575060e-01,1.3593632901542865e-01,4.2495062880402914e+00,1.8466844701738551e+03,3.4353807824374853e-02
1.5528904610862813e+02,2.3869624822847925e+02,7.5918673790686571e+00,6.5878558368395623e-01,3.8163056090543961e+01,5.9385678323166580e-01,1.7935809542514813e-01,4.1259768707021260e+00,1.7590232963419367e+03,4.7798210150811704e-02
1.6250986001172163e+02,2.9480524174388006e+02,7.6330536906479463e+00,-8.2772805050575826e+00,2.4149421859942336e+01,9.2088998936882782e-01,1.2278623553547241e-01,2.6408754518036899e+00,2.1222434303704945e+03,6.4484732622812652e-02
1.9235400996492206e+02,2.2301248851574366e+02,7.2056623795805965e+00,-1.8656293997984719e-01,2.0039251795164269e+01,9.3765733034878618e-01,1.7498383816634391e-01,4.1792722594624241e+00,1.7781212566789782e+03,5.9712439680000354e-02
1.5358777270192348e+02,2.5789234948706383e+02,7.8984911338354271e+00,-8.3460400199530014e+00,4.0525664426572106e+01,5.2277826211946077e-01,1.5091149546574809e-01,4.4497630140791173e+00,2.3180069837670194e+03,5.8955856765679507e-02
1.7289806868008660e+02,2.9601366651064984e+02,7.3769682235068776e+00,-3.2677794028030860e-01,4.0579956797932240e+01,7.9248893160537448e-01,1.4421749485979263e-01,5.2989382152214901e+00,1.9301832885325928e+03,4.9973775313094521e-02
1.6521150835176215e+02,2.5688261167576235e+02,7.0858908005608354e+00,-1.0750736755900192e-01,3.5462897405640831e+01,9.0774183298892686e-01,9.2027547678770541e-02,4.7511534219775342e+00,2.3019239945106010e+03,3.4526140556563514e-02
1.9122847755249660e+02,2.9508879006983568e+02,8.2370177359438692e+00,1.4713286829711425e+00,3.3937439396246802e+01,9.6514339952603634e-01,8.4218491582017566e-02,4.3354874723974461e+00,2.2980381403342917e+03,3.7930284629168684e-02
1.9147087677622710e+02,2.8902206015426185e+02,6.7937057832404575e+00,4.9587477486287490e+00,4.4912423177610762e+01,6.7396786373939133e-01,1.3999135985600644e-01,4.7962497041478374e+00,2.3348157650180524e+03,7.7765648656273528e-02
1.9944964306353646e+02,2.8919000044243052e+02,7.4847517961508396e+00,4.6387854759445837e+00,3.1883039174251607e+01,8.1850255344871314e-01,1.7521064393478564e-01,3.2312064489062893e+00,2.4670408504049919e+03,7.7866915576880635e-02
1.6724892574407278e+02,2.8755624186786451e+02,6.2715156762853148e+00,-3.5539212741790527e+00,2.6251636634405529e+01,5.9036710721141683e-01,8.1354501090942111e-02,3.2674728468205165e+00,1.8308163092718437e+03,4.2523487223128965e-02
1.6017058323395079e+02,2.4176448040008816e+02,9.5363375324406476e+00,3.3502053514222840e+00,2.7097141992737857e+01,7.6690939100817090e-01,1.5242432696499042e-01,4.9061008953478016e+00,2.4248127576957218e+03,5.4445783040851889e-02
1.9252884521405036e+02,2.2467799875210849e+02,6.0810741792448830e+00,-7.5664695772835300e+00,3.9724094838825138e+01,5.6451041359396825e-01,8.7257196164150244e-02,4.5092346649741266e+00,2.4405851980129441e+03,6.5134420420366393e-02
1.6869161885410284e+02,2.4566923125108278e+02,8.5727663644859007e+00,9.0151666809601281e+00,3.2451652682933158e+01,9.2800665030969476e-01,1.0076529784126537e-01,4.6548251487503727e+00,1.7837972625869436e+03,6.7602940559655988e-02
1.7695819085317382e+02,2.8000877214056544e+02,6.9554914408607162e+00,-2.9073352550652221e+00,4.1541211270251296e+01,9.1244014080750580e-01,1.5947195216012439e-01,5.7439024620407650e+00,2.1245235435011978e+03,7.4170760688415605e-02
1.7804302954124580e+02,2.8727550568171216e+02,9.8292442829343507e+00,-2.5180232892975907e+00,2.0346374210385815e+01,9.4183149936148802e-01,1.5293647773693714e-01,4.2839762442976923e+00,1.9863634001044893e+03,5.9906457494791586e-02
1.7354351915793228e+02,2.7265511686205917e+02,9.7581705353686772e+00,-8.8908714465910244e+00,3.5129370509488538e+01,5.7118029623458177e-01,1.1444831249108502e-01,2.9092556160869276e+00,2.0920076432529213e+03,4.4706565104237102e-02
1.7497402834145731e+02,2.2646672046709767e+02,6.9527140193701307e+00,5.2364938915573447e+00,2.7422785493941525e+01,9.0738584372436748e-01,1.7319247825081555e-01,5.7029081335918583e+00,2.3333786522693304e+03,2.9680578665742887e-02
1.6964106754990479e+02,2.2722348027222517e+02,8.1859627387334122e+00,4.3270263422107504e+00,2.0584008907942991e+01,7.9539331150494164e-01,1.0345304522561621e-01,4.5274667998307052e+00,1.8338573729825926e+03,7.8884479769404436e-02
1.8824576487284554e+02,2.8558258110233146e+02,8.7609951930492080e+00,-5.9004688933932137e+00,2.7614604482550750e+01,8.7091005458644766e-01,1.4321046897054279e-01,4.6424028407345990e+00,2.0078156456182999e+03,2.8589368963114020e-02
1.6720419818150660e+02,2.5201266543731089e+02,9.5633743359751939e+00,8.3659629009221668e+00,1.8161791089751244e+01,5.6473603717960108e-01,1.5527679798877481e-01,4.0160681586341607e+00,1.9734656680526612e+03,5.0612727890433487e-02
1.7442656963680861e+02,2.6667523589961235e+02,9.0107398376060388e+00,7.5151506330162832e+00,1.6111572596426548e+01,7.2951086425129985e-01,1.5274075504249668e-01,5.3105279481930765e+00,2.4064183767256827e+03,2.9394037734276294e-02
1.6867002745721484e+02,2.3031803929342718e+02,6.0102046931091975e+00,9.4703801265421639e+00,2.8471099670560434e+01,9.2181566556305639e-01,8.4436715876403889e-02,2.6931846217560191e+00,1.8571373999996401e+03,3.7428990960628891e-02
1.7013096379276695e+02,2.8142751012925368e+02,6.5544293878153219e+00,2.5810546093257702e+00,3.7400687078642846e+01,7.5064066512340621e-01,1.3004725744217061e-01,2.8347944381528896e+00,2.0968673368386935e+03,4.1623236438107752e-02
1.5483897641732142e+02,2.6776692931111069e+02,7.8114520248776866e+00,7.4967431141690888e+00,2.8876918715493098e+01,5.8985595897839804e-01,1.4078151398996275e-01,4.7919856073056515e+00,2.0799270721189368e+03,6.9705609940984431e-02
1.9086563921977304e+02,2.2253843569659833e+02,8.7430339445279657e+00,7.2013643525625390e+00,3.4958655184966844e+01,7.7733996469642108e-01,9.4537752394021568e-02,5.3067675347370580e+00,1.9507614168198502e+03,7.0816691035960347e-02
1.9111419102313241e+02,2.6573953644437233e+02,7.0614404928948398e+00,3.1475056331076612e+00,4.2855990640542885e+01,8.0928988449255113e-01,1.5619525619183261e-01,5.2067181507375944e+00,1.9401495957012812e+03,6.0410662068347526e-02
1.6454453836689453e+02,2.2704429282271875e+02,6.6601774678782535e+00,6.7596472219318251e+00,2.5848004171349451e+01,8.4383117500780502e-01,1.2781164571202278e-01,4.8530185969021220e+00,2.2351672199318618e+03,3.0500331120481342e-02
1.5919716101851611e+02,2.2125220279023648e+02,7.3411478986324363e+00,-6.5116685749467651e+00,3.2926439249743119e+01,6.8350775328691404e-01,1.2707688643845791e-01,5.4376656520161566e+00,1.9198367901718843e+03,2.6928111127724075e-02
1.8224461330320432e+02,2.8778043438870554e+02,8.4711382509305970e+00,5.2395195368498158e+00,2.7981163402944802e+01,5.6821522873286601e-01,1.0778963443961033e-01,5.1161145383633642e+00,2.4860013202378505e+03,5.6032093386533061e-02
1.6739305603118055e+02,2.2458653012401874e+02,6.0461838315572090e+00,9.2552986962051165e-02,2.2469333615395527e+01,9.8979713260995916e-01,1.5625345360140680e-01,2.6515364159230863e+00,2.3096047751771421e+03,7.4376350420610970e-02
1.5065610266605955e+02,2.9429371314099484e+02,8.7192781906513872e+00,3.4513086386535861e+00,2.5937036562710958e+01,7.5825704193567178e-01,1.1455023778583777e-01,5.5208022510152333e+00,2.0834485040017735e+03,3.8661745775217492e-02
1.5908450540993357e+02,2.5278386650996765e+02,8.1455584668914476e+00,8.6331591970788715e+00,4.4277153603440709e+01,8.2050010170818077e-01,1.5309090460549790e-01,5.1316680106974024e+00,2.3317918174328488e+03,4.0532531116323725e-02
1.7594297346288070e+02,2.9063451474892048e+02,9.1412248367666802e+00,9.5304037113130136e+00,1.7517880190717403e+01,5.2903050414942288e-01,1.0531869769741091e-01,5.1174406587584089e+00,2.0716243765072295e+03,6.3019737957908314e-02
1.8506725026658719e+02,2.9091346193637236e+02,9.7005696319987269e+00,2.3704810362970274e+00,3.3708960718654097e+01,9.3971903855628591e-01,1.2615004685827852e-01,4.1863752430205290e+00,2.0423895674194359e+03,5.9677486242445829e-02
1.5308847289639255e+02,2.8252005815371547e+02,8.1186378698401089e+00,4.9290414755436061e+00,2.3291221254456044e+01,6.3199467835839740e-01,1.5269952434521522e-01,2.5905134464692647e+00,1.7091178699927325e+03,6.8416175755026370e-02
1.6386849746627382e+02,2.6684567444090885e+02,9.5632263753893358e+00,-4.1488909117636474e-01,1.7411735775668433e+01,8.1446958404943726e-01,1.3440056073548384e-01,5.0280364892633482e+00,2.0939741793628336e+03,4.1016526634308839e-02
1.9184056222885431e+02,2.6300586215560287e+02,6.2989312666064246e+00,-8.2484104806548242e+00,3.9635790098527352e+01,5.6204995264437196e-01,1.6593173100351721e-01,4.3354506285307952e+00,2.2973789142857868e+03,4.3468776693867228e-02
1.8102105961877879e+02,2.6505378340228879e+02,7.8993287659631228e+00,3.5554586439751432e+00,3.2541614507647878e+01,6.1844365800649104e-01,1.3173281561999678e-01,5.5034438815758762e+00,2.4468541254763400e+03,5.3618578086371910e-02
1.9000453732707660e+02,2.5615065528112524e+02,9.7793044529709690e+00,-5.0511280658570135e+00,2.2215424002610749e+01,6.8412187428735027e-01,9.6937514641327022e-02,4.7236776961900127e+00,1.9162931971630464e+03,2.7307110350433747e-02
1.8142976605050458e+02,2.6057588884712555e+02,6.6333842625271231e+00,6.4997256746672178e+00,4.0084358376453764e+01,7.0492911662491975e-01,1.4277681002597639e-01,2.5862737551121762e+00,1.8302991207188159e+03,3.7971167002789713e-02
1.6744245895182743e+02,2.6297777600991321e+02,9.9532832958222848e+00,9.8932700865700873e+00,3.6541689732131708e+01,9.2234593508810192e-01,1.3747792883908136e-01,3.6150113376623425e+00,2.1667874981565383e+03,6.7603149724707295e-02
1.6928187554054978e+02,2.9585957197711184e+02,8.5511395028174810e+00,7.1606659070700296e+00,3.3472666768870852e+01,5.9030582291864919e-01,1.2887955413070867e-01,5.2218407822694193e+00,1.8854861055609429e+03,6.3407582913685478e-02
1.8896248046210428e+02,2.2323500009656971e+02,9.5665162515272968e+00,3.6880711858870541e-01,1.8225807343254846e+01,9.3501458857043762e-01,1.2572575855001114e-01,2.7675049931347808e+00,1.8602961328032150e+03,5.1099344329994259e-02
1.7686111536680167e+02,2.8453884566567979e+02,6.9295890363285020e+00,-8.8112396717466837e+00,3.1342401683920798e+01,9.7691573641939378e-01,1.5965514203986908e-01,4.0098702460601752e+00,2.3285768424911384e+03,7.9250581973237338e-02
1.7515418519329612e+02,2.8579854105420225e+02,6.4866822653950384e+00,9.7672677711216664e+00,3.8969989531046352e+01,6.9816639295603600e-01,8.8591871591842952e-02,4.9578164521907500e+00,2.4485536731231468e+03,3.1106585651117062e-02
1.6808592190432915e+02,2.4743656304541469e+02,7.2286006611804581e+00,-2.2954573263962752e+00,3.3914123067841942e+01,6.0881883674934201e-01,1.1223229263326040e-01,3.2231567260027290e+00,2.2078211659992376e+03,7.3623654033618507e-02
1.8198913014675600e+02,2.4512168530820034e+02,8.8908343803972905e+00,-6.6695687610494758e+00,2.9284298973517423e+01,8.8511173826649447e-01,1.7151430494900999e-01,3.1646860774182621e+00,2.2386920522920263e+03,6.3603575335757681e-02
1.8553577604496650e+02,2.2698458331268330e+02,6.2840337811167961e+00,-9.9688172587131074e+00,3.2674898107605607e+01,5.6075227785175485e-01,1.0871067560497480e-01,4.1378790941509598e+00,1.8845932065893755e+03,3.3758926372444528e-02
1.9956910565742439e+02,2.7634703386038899e+02,9.6313954824522288e+00,-1.7769512167380430e+00,2.6868202958158477e+01,5.6747851105596847e-01,1.5827125698160938e-01,4.4808651255737750e+00,1.8062242829104205e+03,5.5849552921105883e-02
1.5267142369079818e+02,2.5587386389376957e+02,9.4414997867796018e+00,-2.5090459508644303e+00,2.4922389146756849e+01,8.2672918955799435e-01,1.4959414890489908e-01,3.9441373035888510e+00,1.9590195888932356e+03,3.3280451494254126e-02
1.6834061740608118e+02,2.3380569621373826e+02,6.1696374983384352e+00,7.3822921966903579e+00,1.6899933387413576e+01,5.6922209343473518e-01,1.6499692750099479e-01,4.9209575719446361e+00,2.1692715329549387e+03,5.7539292139084583e-02
1.5657499521288889e+02,2.7405451126897105e+02,9.2857943943339265e+00,7.2845169575641400e+00,4.3619031578117969e+01,7.9950332191725615e-01,1.5759759137346283e-01,2.8312022531750962e+00,2.2431181594236555e+03,6.3617049639855164e-02
1.9708135855913062e+02,2.9305306895715955e+02,6.7279379816021745e+00,7.6653063103896812e+00,4.3434950846102510e+01,9.5632149138767908e-01,1.4163459789967675e-01,3.2758573765596548e+00,2.3625641866616820e+03,6.9588976606607650e-02
1.8980765023437826e+02,2.7402904711832895e+02,8.9609188078210558e+00,2.0228539182679484e+00,4.3259905761592890e+01,5.7941436983718131e-01,1.4903407670294960e-01,4.0639945499556465e+00,1.9322683906321640e+03,7.5233712952723963e-02
1.8849141674229395e+02,2.8093677631524395e+02,8.8239990932978749e+00,6.2566527845337241e+00,2.2487779626827326e+01,5.1045391086652903e-01,1.5350105226215727e-01,4.5558081151062035e+00,1.7908378818569095e+03,3.2035977420345793e-02
1.6145141911818922e+02,2.4111268258288507e+02,8.1578490303725957e+00,7.8526313935078740e+00,2.1556490610891942e+01,7.4914726030663459e-01,1.4375947497877048e-01,5.0349312483626534e+00,1.8136286050973488e+03,6.6194561681597097e-02
1.9403603635371800e+02,2.4167228370672112e+02,7.3672693427583464e+00,-3.1799994434942658e+00,3.8870635201740555e+01,6.4791745033850601e-01,9.8961153812953895e-02,4.4389742744409837e+00,2.1933998015411571e+03,5.6584580063722474e-02
1.9933781034542605e+02,2.9168224970756182e+02,9.7158619025033630e+00,-5.9356222845300755e+00,2.4067033990739361e+01,5.3518356308600679e-01,1.3215538516614458e-01,2.9306483053620762e+00,2.4041957887609551e+03,6.7456145580596982e-02
1.8312729455190035e+02,2.6067454855980867e+02,7.4677982704107606e+00,-5.9239545171729580e+00,4.4175989482458071e+01,8.1216674336562100e-01,1.5070993035833555e-01,2.8934671785240957e+00,1.7594662623890827e+03,3.4162542077856739e-02
1.7049565163971477e+02,2.7430366766058529e+02,9.7670409386939312e+00,-7.8173884345382127e+00,2.8515867862635897e+01,5.4080086472995037e-01,1.6925286420853897e-01,4.8222663356857511e+00,1.7099106310902109e+03,7.1193458038558727e-02
1.6002868520611028e+02,2.7762737348904426e+02,9.6959169597099972e+00,-4.5760558038304477e+00,2.7957950327489687e+01,7.8256040192769405e-01,1.3494924408805756e-01,4.5905787655574315e+00,1.9244000641100924e+03,3.2201229542374574e-02
1.9735628938972067e+02,2.8038895969259022e+02,7.7925568757491792e+00,-4.7554974458693966e+00,3.4892214114767974e+01,6.9617024307570663e-01,1.2250910566090584e-01,2.8724322588718736e+00,2.3845799508675727e+03,5.3606947122091436e-02
1.6124526819455883e+02,2.2630192932984582e+02,7.0844215177133441e+00,-1.5367676162841537e+00,1.9524376150762095e+01,6.8424337911132271e-01,1.4381900020057242e-01,4.2105703512528709e+00,1.8444593190642599e+03,4.7822405661860759e-02
1.5306344492352443e+02,2.6985607805553445e+02,6.2392237766979637e+00,-5.7170665439381629e+00,2.9200522702467243e+01,9.5006520035970232e-01,1.6429547425016219e-01,5.5112072652532760e+00,2.0805875644287030e+03,5.9529511215811869e-02
1.7450722203391018e+02,2.6175440491901372e+02,9.1752896667138923e+00,9.1664495828487773e+00,3.5110977261244358e+01,9.9895773464252335e-01,9.1941630718081827e-02,3.1343132417694357e+00,2.4602272313982126e+03,3.2256164946333946e-02
1.6582029943497690e+02,2.6162320733942261e+02,6.7887389151424493e+00,-9.2935505476212654e-02,3.8792663695153365e+01,6.2823031933265916e-01,1.7132393303022744e-01,3.7167825922323190e+00,1.7835717594822388e+03,7.7446270861981720e-02
1.9628631975771947e+02,2.5436878179819979e+02,8.2234532420444779e+00,8.8486571727720644e+00,1.8041071883311844e+01,5.4843975402550449e-01,1.5061949294358284e-01,2.6426812480181865e+00,2.1348761613217494e+03,2.6805755203502191e-02
1.6278287540333872e+02,2.4566668295954145e+02,7.1420351781959086e+00,-4.2264681997901876e+00,4.0284413296463399e+01,9.5397707231014528e-01,1.2123490983247975e-01,5.6802886626898115e+00,1.9049127146683256e+03,5.0487692398771933e-02
1.8664767466528997e+02,2.2390802032769830e+02,7.3719618511532792e+00,-7.6105620671837304e+00,2.8247956395607186e+01,6.3987607302172456e-01,1.1872249032990867e-01,3.1871551434694498e+00,1.7105977427923333e+03,4.4796303757886000e-02
1.8589830501387735e+02,2.5970954149995589e+02,7.6276544756522826e+00,-4.2694637768403254e+00,3.1262791564957396e+01,8.8289399382815459e-01,1.3433259034372114e-01,2.8972976111987236e+00,1.9202416933863847e+03,7.6530705620480616e-02
1.8858053898884901e+02,2.9475668228975007e+02,6.2028223202105099e+00,1.6357487404822102e+00,1.9951912273177015e+01,6.3424977518838244e-01,1.2559619883899409e-01,4.5768871465549390e+00,2.0487545026253192e+03,6.8080348756744236e-02
1.6166347602985311e+02,2.3338863689908760e+02,6.1722048678654602e+00,-2.4603317861810181e+00,2.2789324185363334e+01,5.2168713732079008e-01,1.6879436798548697e-01,4.8740946833489005e+00,2.0277390725964808e+03,7.5158482321470821e-02
1.9853479788989790e+02,2.6253028512525952e+02,9.7406047121602803e+00,-9.8902022876112383e-01,4.0102382533307477e+01,9.1395621777119451e-01,1.7963038116842917e-01,4.5783211344620511e+00,2.1028046399704799e+03,3.8390056667037077e-02
1.5922695173725722e+02,2.2039668034512809e+02,8.5698343409311306e+00,-1.6072240364451496e+00,3.5755018861493255e+01,5.5009716769836547e-01,1.2056096052897085e-01,3.3482978529353478e+00,2.1812069230851689e+03,4.6495422626289293e-02
1.5949942093840750e+02,2.7025556280640336e+02,8.6549380308809702e+00,5.6412929225730934e+00,2.3244566404933344e+01,6.7152918436064246e-01,1.0523678367791089e-01,2.5712974598045717e+00,1.9794786116391308e+03,5.8914398049271871e-02
1.7550123740216580e+02,2.5649019654295836e+02,7.2066392866719235e+00,6.2326802572470186e+00,1.7239235903311322e+01,8.6753968957522420e-01,1.4800649052020887e-01,2.8430076027238500e+00,1.8818104724054433e+03,3.9056242038627967e-02
1.5760611426521794e+02,2.5020812521472081e+02,9.4990078231583510e+00,4.5901907817534937e+00,3.2913654688770663e+01,8.6325205481287737e-01,8.8981881463829737e-02,3.8831507872623034e+00,2.1522898733980524e+03,3.5729081762558963e-02
1.7100355369307300e+02,2.6628275939718981e+02,9.6891401105705981e+00,3.3395923724575827e+00,4.1893737388160581e+01,6.7472386094284031e-01,1.6890235971362633e-01,4.9598562165195705e+00,2.0249206988279805e+03,3.7222039729788818e-02
1.9267574144135079e+02,2.2458151473910510e+02,7.8003046364447925e+00,7.4691217231538864e+00,1.7215002194757471e+01,6.1059292303303669e-01,1.0333179196527162e-01,3.2271310586146020e+00,1.7007573210425187e+03,7.8903083665555096e-02
1.8024557658118511e+02,2.6732710675096661e+02,8.7197251761423153e+00,1.6168012787619226e+00,4.4782574001453540e+01,7.2448645873658024e-01,1.6969727840039517e-01,3.6436222248965096e+00,2.3901641070479473e+03,5.0960022588883790e-02
1.5422516213363085e+02,2.5791820678293180e+02,9.1020429008671755e+00,6.5556908347065068e-01,2.4962608781058918e+01,8.9974708651047575e-01,1.1980556868586223e-01,4.3697002948526649e+00,2.2335742263325405e+03,6.4649225506055619e-02
1.7579138881283086e+02,2.5624073144266595e+02,9.6001842659691654e+00,1.4483211467309545e+00,3.0256660308563855e+01,9.5430046831979043e-01,1.4915136486455310e-01,3.3075362266018886e+00,1.8935584448323527e+03,5.7871303184824169e-02
1.7910744348220993e+02,2.5225765099561059e+02,6.4751074313890173e+00,2.0067705833764791e+00,3.7464305927942775e+01,6.0855245083750686e-01,1.3121460705783639e-01,3.3385226170788687e+00,2.0340937268305051e+03,7.9153345226839186e-02
1.6952599044883667e+02,2.3623325001542125e+02,7.0280842373348831e+00,-3.9139409200720232e+00,1.9706938169373142e+01,7.0051623607324398e-01,1.0338277822698920e-01,3.1238666215220032e+00,2.2608994466283452e+03,5.4041293826764099e-02
1.5064673972119095e+02,2.4380723431149428e+02,7.5041495623200358e+00,-4.0539438827326890e-01,2.6188632336884414e+01,5.2649274014151715e-01,1.2666047853897433e-01,3.8366604776762547e+00,2.0375340917581798e+03,3.9068138903559035e-02
1.8610337612506351e+02,2.9592511524881411e+02,9.8349227108472519e+00,1.6432089290539409e-01,2.8449984771886974e+01,7.4322515219073870e-01,1.5425633853155640e-01,4.5300332772934926e+00,1.9227428710461784e+03,3.0519494518099030e-02
1.9275722364820325e+02,2.4715265681463106e+02,7.9877837508286769e+00,7.6437011193616726e+00,2.1787082336266451e+01,6.1326949641526196e-01,9.1317777936860925e-02,4.6738396337769146e+00,1.7858557406908233e+03,4.9666532096099641e-02
1.9993652501211631e+02,2.3403619288813789e+02,6.9532083144786432e+00,-3.5443372495629744e+00,4.2949498054696427e+01,6.5757032695881468e-01,1.1753942812826676e-01,2.7668556966644822e+00,2.1136083665978085e+03,4.2026831897172962e-02
1.5510374127459630e+02,2.9906682567240938e+02,8.3867551923796082e+00,2.6496536914143007e+00,3.8193736561538955e+01,9.2671189745730009e-01,1.3320932238398553e-01,5.8886016410855833e+00,1.9950360725799267e+03,4.4860108391202233e-02
1.9046359349571878e+02,2.2461320197603297e+02,8.7177661615326070e+00,3.9596218765612470e+00,2.4679478578160584e+01,6.9730569924208941e-01,8.9186583729247967e-02,3.0277878933556832e+00,1.9000412194503804e+03,3.5284410571250743e-02
1.7814874653344600e+02,2.7408670457388894e+02,9.1404373327259059e+00,1.1593014119864407e+00,4.3555144976222167e+01,9.1945415139421227e-01,1.7823769886032639e-01,4.9352591269909976e+00,2.4264377891715949e+03,4.2192986660252021e-02
1.7217615175614722e+02,2.9379151119571475e+02,7.8672978667574904e+00,-9.2632851324569785e+00,3.6460853313568705e+01,9.2793591627163885e-01,1.2689152733561887e-01,4.0689672404399015e+00,1.8114188991653655e+03,4.3730309509461822e-02
1.8325789559162308e+02,2.2718081446184311e+02,9.4843417304711721e+00,6.9277070328432089e+00,4.0766091678620754e+01,8.8403958249267145e-01,1.3613279002774395e-01,4.0296805466637018e+00,1.9651115780204550e+03,3.0366206623703415e-02
1.8002086446208008e+02,2.2148934647883280e+02,8.7828017889307191e+00,-8.0930666484667402e+00,2.6421271648627290e+01,6.7768846296425256e-01,1.3917160626524208e-01,4.3582014966767346e+00,2.4759863589735714e+03,3.0223896856504371e-02
1.6714884969461843e+02,2.7484582958154533e+02,7.0410681731741818e+00,-7.6153880208693758e+00,2.6910449194665134e+01,7.5375971479240267e-01,8.2040164528283444e-02,5.6845273763664030e+00,2.2122302773434371e+03,7.2030539735070495e-02
1.8692679935845021e+02,2.8757783088913197e+02,8.8714255589838693e+00,-6.9223574854481296e+00,1.9239570936750205e+01,9.2930346251867535e-01,1.3978160832205608e-01,5.6374400894905188e+00,1.7442030749322130e+03,4.4512562659244401e-02
1.6908473874202946e+02,2.9292003358699270e+02,8.2681842904034006e+00,7.1083772711856312e+00,2.6881442913246008e+01,9.8234052936507277e-01,1.0787449558955559e-01,2.9722235738747136e+00,2.3238201769397256e+03,6.2831008146553097e-02
1.5110390758357872e+02,2.8287801449588369e+02,9.2854555467266859e+00,7.3193398093977393e+00,4.0045560674213014e+01,7.5094464399517835e-01,1.1910580064592961e-01,4.9969763933512024e+00,2.0305590530277316e+03,4.8452751980212122e-02
1.5109472570531247e+02,2.7600426296547153e+02,6.8564812583340977e+00,9.1477563164763218e+00,2.4185772494493612e+01,7.4740186056352875e-01,1.3330331024441947e-01,4.3604297497656095e+00,1.9480606533689738e+03,5.6683392269232628e-02
1.6071127692448138e+02,2.6879169561868781e+02,7.1277504212224381e+00,2.7955042061939661e+00,2.8647395357486992e+01,7.9050404205749103e-01,8.9190461456638837e-02,4.0441698780285558e+00,1.7948033317842369e+03,7.6140451711448232e-02
1.5515349263151458e+02,2.5574380709339249e+02,6.7962921750085341e+00,-2.6532671675367547e+00,2.2314219690961487e+01,8.8034466174312676e-01,1.2348012217510337e-01,4.1842573752093646e+00,2.4680978044594067e+03,3.8894980108339167e-02
1.9495387305307162e+02,2.2902591802149976e+02,8.3791393049444025e+00,9.9380328385649292e+00,4.3732473330565782e+01,7.4376942779797484e-01,1.2237327883822632e-01,5.0917080867897742e+00,2.0259037566194493e+03,2.7214095917863192e-02
1.7466537079391057e+02,2.4594267773063149e+02,6.5161073255614816e+00,-4.2821550067076242e+00,2.9828038839929082e+01,8.8381807354331632e-01,1.4026364231724475e-01,5.8376845442840608e+00,2.3760424880006376e+03,6.7593643731000450e-02
1.9301358856367841e+02,2.8330258057453625e+02,9.6313084859723688e+00,2.8728626193372442e+00,3.2138018668528282e+01,6.2198288406225821e-01,1.2684961882080009e-01,4.4419601061837870e+00,2.2357828566887420e+03,4.5014751471188288e-02
1.5344209926770114e+02,2.2754904517271297e+02,9.8747126058985799e+00,6.4884921878517297e+00,3.6523703254074491e+01,5.3072240921314551e-01,1.1978635391923786e-01,4.6034570076437609e+00,2.3863065963095632e+03,3.6140980295378093e-02
1.5174558568563805e+02,2.8122827098356828e+02,9.8874057730719738e+00,1.0745226080382153e+00,2.2923136825702294e+01,8.3812763922417810e-01,1.5797683462447548e-01,3.7568939155158079e+00,2.3912529519030777e+03,6.0092632114701151e-02
1.5827241309077937e+02,2.7568189662082568e+02,7.3676210104263884e+00,4.8665637239941173e+00,2.9369594956050829e+01,9.3203828353431784e-01,1.1541022797871962e-01,5.5627525562145372e+00,2.3807036655441784e+03,5.8902707718212058e-02
1.8502197032860309e+02,2.9077896263870258e+02,8.6192307751178845e+00,-8.8698749775487542e+00,3.3794639803075036e+01,9.9560456755761906e-01,1.6806778053450222e-01,5.7157390125287630e+00,2.3990564557562921e+03,3.6610074746372644e-02
1.6933455280852235e+02,2.2831518517652682e+02,8.9866557233698980e+00,8.3762336357166589e-01,3.8242471911814199e+01,7.9055089982358762e-01,1.7386929441282631e-01,4.0160482176530081e+00,2.1523880511152643e+03,3.5757545297907423e-02
1.7338442191866704e+02,2.2103141868828595e+02,6.3974859532253365e+00,-1.6823507237579491e+00,3.2694910080672464e+01,5.9929283357157626e-01,1.5601921245267966e-01,2.9983983755109849e+00,2.4885885658501752e+03,5.1582530990572494e-02
